plant,pollinator
Anthriscus sylvestris,Eristalis nemorum
Anthriscus sylvestris,Eristalis obscura
Anthriscus sylvestris,Eristalis rupium
Anthriscus sylvestris,Eristalis tenax
Anthriscus sylvestris,Geomyza tripunctata
Anthriscus sylvestris,Halictus rubicundus
Anthriscus sylvestris,Hebecnema nigra
Anthriscus sylvestris,Helina evecta
Anthriscus sylvestris,Helophilus hybridus
Anthriscus sylvestris,Hydraecia micacea
Anthriscus sylvestris,Hydriomena furcata
Anthriscus sylvestris,Hylaeus annulatus
Anthriscus sylvestris,Hylaeus hyalinatus
Anthriscus sylvestris,Hylaeus leptocephalus
Anthriscus sylvestris,Hylaeus pictipes
Anthriscus sylvestris,Hylaeus punctatus
Anthriscus sylvestris,Idaea dimidiata
Anthriscus sylvestris,Leucoma salicis
Anthriscus sylvestris,Lucilia silvarum
Anthriscus sylvestris,Meliscaeva cinctella
Anthriscus sylvestris,Mesapamea secalis
Anthriscus sylvestris,Musca autumnalis
Anthriscus sylvestris,Muscina levida
Anthriscus sylvestris,Muscina pascuorum
Anthriscus sylvestris,Myathropa florea
Anthriscus sylvestris,Myospila meditabunda
Anthriscus sylvestris,Myrmica rubra
Anthriscus sylvestris,Nephrotoma appendiculata
Anthriscus sylvestris,Noctua comes
Anthriscus sylvestris,Noctua pronuba
Anthriscus sylvestris,Oligia strigilis
Anthriscus sylvestris,Oscinella frit
Anthriscus sylvestris,Oxybelus uniglumis
Anthriscus sylvestris,Paragus haemorrhous
Anthriscus sylvestris,Pararge aegeria
Anthriscus sylvestris,Phragmatobia fuliginosa
Anthriscus sylvestris,Pieris napi
Anthriscus sylvestris,Pollenia pediculata
Anthriscus sylvestris,Polygonia c-album
Anthriscus sylvestris,Protophormia terraenovae
Anthriscus sylvestris,Rhagonycha fulva
Anthriscus sylvestris,Sarcophaga subvicina
Anthriscus sylvestris,Scathophaga furcata
Anthriscus sylvestris,Scathophaga stercoraria
Anthriscus sylvestris,Syrphus ribesii
Anthriscus sylvestris,Syrphus torvus
Anthriscus sylvestris,Syrphus vitripennis
Anthriscus sylvestris,Tyria jacobaeae
Anthriscus sylvestris,Vespula germanica
Anthriscus sylvestris,Xestia c-nigrum
Anthriscus sylvestris,Xestia xanthographa
Antigonon leptopus,Cynanthus latirostris
Antigonon leptopus,Selasphorus rufus
Apios americana,Andrena wilkella
Apios americana,Hydrotaea ignava
Apios americana,Megachile brevis
Apios americana,Megachile ericetorum
Aplectrum hyemale,Lasioglossum oblongum
Apocynum androsaemifolium,Aedes trivittatus
Apocynum androsaemifolium,Aedes vexans
Apocynum androsaemifolium,Atrytone arogos
Apocynum androsaemifolium,Augochlorella aurata
Apocynum androsaemifolium,Bombus
Apocynum androsaemifolium,Callophrys dumetorum
Apocynum androsaemifolium,Chlosyne gorgone
Apocynum androsaemifolium,Chlosyne nycteis
Apocynum androsaemifolium,Colias alexandra
Apocynum androsaemifolium,Colias eurytheme
Apocynum androsaemifolium,Erynnis telemachus
Apocynum androsaemifolium,Euptoieta claudia
Apocynum androsaemifolium,Graphomya americana
Apocynum androsaemifolium,Harkenclenus titus
Apocynum androsaemifolium,Icaricia icarioides
Apocynum androsaemifolium,Lasioglossum versatum
Apocynum androsaemifolium,Leptotes marina
Apocynum androsaemifolium,Limenitis weidemeyerii
Apocynum androsaemifolium,Lycaena dione
Apocynum androsaemifolium,Lycaena heteronea
Apocynum androsaemifolium,Lycaena hyllus
Apocynum androsaemifolium,Lycaena rubidus
Apocynum androsaemifolium,Mastor aenus
Apocynum androsaemifolium,Mastor oslari
Apocynum androsaemifolium,Mastor vialis
Apocynum androsaemifolium,Ministrymon leda
Apocynum androsaemifolium,Nomada articulata
Apocynum androsaemifolium,Oarisma edwardsii
Apocynum androsaemifolium,Oarisma garita
Apocynum androsaemifolium,Occidryas anicia
Apocynum androsaemifolium,Ochlodes snowi
Apocynum androsaemifolium,Papilio glaucus
Apocynum androsaemifolium,Papilio zelicaon
Apocynum androsaemifolium,Parnassius smintheus
Apocynum androsaemifolium,Phaeostrymon alcestis
Apocynum androsaemifolium,Piruna pirus
Apocynum androsaemifolium,Poladryas minuta
Apocynum androsaemifolium,Polites mystic
Apocynum androsaemifolium,Polites origenes
Apocynum androsaemifolium,Polygonia gracilis
Apocynum androsaemifolium,Satyrium calanus
Apocynum androsaemifolium,Speyeria aphrodite
Apocynum androsaemifolium,Speyeria atlantis
Apocynum androsaemifolium,Speyeria callippe
Apocynum androsaemifolium,Speyeria coronis
Apocynum androsaemifolium,Speyeria edwardsii
Apocynum androsaemifolium,Tharsalea arota
Apocynum androsaemifolium,Thorybes pylades
Apocynum cannabinum,Astata unicolor
Apocynum cannabinum,Augochlorella aurata
Apocynum cannabinum,Bicyrtes ventralis
Apocynum cannabinum,Bombylius atriceps
Apocynum cannabinum,Celastrina humulus
Apocynum cannabinum,Cochliomyia macellaria
Apocynum cannabinum,Colletes aestivalis
Apocynum cannabinum,Colletes productus
Apocynum cannabinum,Danaus gilippus
Apocynum cannabinum,Eristalis dimidiata
Apocynum cannabinum,Erynnis afranius
Apocynum cannabinum,Hylaeus affinis
Apocynum cannabinum,Isodontia apicalis
Apocynum cannabinum,Lasioglossum versatum
Apocynum cannabinum,Limnophora narona
Apocynum cannabinum,Lycaena dione
Apocynum cannabinum,Lycaena hyllus
Apocynum cannabinum,Lycaena rubidus
Apocynum cannabinum,Nomada affabilis
Apocynum cannabinum,Nomada articulata
Apocynum cannabinum,Parhelophilus laetus
Apocynum cannabinum,Phormia regina
Apocynum cannabinum,Piruna pirus
Apocynum cannabinum,Polites mystic
Apocynum cannabinum,Pontia protodice
Apocynum cannabinum,Prionyx atratus
Apocynum cannabinum,Prionyx thomae
Apocynum cannabinum,Speyeria cybele
Apocynum cannabinum,Stelis lateralis
Apocynum cannabinum,Trichiotinus affinis
Apocynum cannabinum,Tropidia mamillata
Apocynum cannabinum,Tropidia quadrata
Apocynum cannabinum,Typocerus acuticauda
Apocynum cannabinum,Villa alternata
Aquilegia pubescens,Bombus
Aquilegia vulgaris,Aglais io
Aquilegia vulgaris,Bombus affinis
Aquilegia vulgaris,Bombus centralis
Aquilegia vulgaris,Bombus hypnorum
Aquilegia vulgaris,Bombus lapidarius
Aquilegia vulgaris,Episyrphus balteatus
Arabidopsis thaliana,Anthocharis cardamines
Arabidopsis thaliana,Celastrina argiolus
Arabidopsis thaliana,Hylaeus annulatus
Arabidopsis thaliana,Hylaeus hyalinatus
Arabidopsis thaliana,Hylaeus leptocephalus
Arabidopsis thaliana,Hylaeus pictipes
Arabidopsis thaliana,Hylaeus punctatus
Arabidopsis thaliana,Lycaena phlaeas
Arabidopsis thaliana,Pieris napi
Aralia elata,Vespa velutina
Aralia spinosa,Augochlora pura
Aralia spinosa,Coelioxys dolichos
Aralia spinosa,Coelioxys texana
Aralia spinosa,Colletes mandibularis
Aralia spinosa,Epeolus zonatus
Aralia spinosa,Hylaeus confluens
Aralia spinosa,Megachile mendica
Aralia spinosa,Megachile xylocopoides
Arctium lappa,Agapostemon virescens
Arctium lappa,Aglais io
Arctium lappa,Allograpta obliqua
Arctium lappa,Anthidium manicatum
Arctium lappa,Apis mellifera
Arctium lappa,Araschnia levana
Arctium lappa,Archilochus colubris
Arctium lappa,Bombus
Arctium lappa,Bombus bohemicus
Arctium lappa,Bombus borealis
Arctium lappa,Bombus hypnorum
Arctium lappa,Bombus impatiens
Arctium lappa,Bombus lapidarius
Arctium lappa,Bombus perplexus
Arctium lappa,Bombus ternarius
Arctium lappa,Bombus vagans
Arctium lappa,Celastrina argiolus
Arctium lappa,Danaus plexippus
Arctium lappa,Epargyreus clarus
Arctium lappa,Episyrphus balteatus
Arctium lappa,Eristalis arbustorum
Arctium lappa,Eristalis tenax
Arctium lappa,Erynnis horatius
Arctium lappa,Euphyes vestris
Arctium lappa,Halictus ligatus
Arctium lappa,Hyles gallii
Arctium lappa,Limenitis archippus
Arctium lappa,Lucilia sericata
Arctium lappa,Megachile apicalis
Arctium lappa,Megachile inermis
Arctium lappa,Megachile melanophaea
Arctium lappa,Megachile pugnata
Arctium lappa,Megachile sculpturalis
Arctium lappa,Melissodes desponsus
Arctium lappa,Papilio glaucus
Arctium lappa,Papilio polyxenes
Arctium lappa,Pieris napi
Arctium lappa,Pieris oleracea
Arctium lappa,Pieris rapae
Arctium lappa,Poanes viator
Arctium lappa,Polygonia c-album
Arctium lappa,Syritta pipiens
Arctium lappa,Thymelicus lineola
Arctium lappa,Toxomerus geminatus
Arctium lappa,Vanessa atalanta
Arctium lappa,Vanessa cardui
Arctium minus,Aglais io
Arctium minus,Aglais urticae
Arctium minus,Agrotis ipsilon
Arctium minus,Amphipyra tragopoginis
Arctium minus,Apamea sordens
Arctium minus,Autographa gamma
Arctium minus,Bombus
Arctium minus,Bombus bohemicus
Arctium minus,Bombus centralis
Arctium minus,Bombus huntii
Arctium minus,Bombus hypnorum
Arctium minus,Bombus lapidarius
Arctium minus,Bombus pensylvanicus
Arctium minus,Brassicogethes aeneus
Arctium minus,Caradrina morpheus
Arctium minus,Ceratina dupla
Arctium minus,Colias philodice
Arctium minus,Dysstroma truncata
Arctium minus,Ectemnius lapidarius
Arctium minus,Epirrhoe alternata
Arctium minus,Episyrphus balteatus
Arctium minus,Eristalis nemorum
Arctium minus,Eristalis tenax
Arctium minus,Exoprosopa fasciata
Arctium minus,Halictus rubicundus
Arctium minus,Hesperia comma
Arctium minus,Hydraecia micacea
Arctium minus,Hydriomena furcata
Arctium minus,Idaea dimidiata
Arctium minus,Lasioglossum imitatum
Arctium minus,Leucoma salicis
Arctium minus,Megachile centuncularis
Arctium minus,Megachile inimica
Arctium minus,Melissodes bimaculatus
Arctium minus,Melissodes vernoniae
Arctium minus,Mesapamea secalis
Arctium minus,Myathropa florea
Arctium minus,Noctua comes
Arctium minus,Noctua pronuba
Arctium minus,Ochlodes sylvanoides
Arctium minus,Oligia strigilis
Arctium minus,Pholisora catullus
Arctium minus,Phragmatobia fuliginosa
Arctium minus,Pieris napi
Arctium minus,Piruna pirus
Arctium minus,Polites themistocles
Arctium minus,Polygonia satyrus
Arctium minus,Pontia protodice
Arctium minus,Pyrgus communis
Arctium minus,Speyeria aphrodite
Arctium minus,Speyeria atlantis
Arctium minus,Speyeria nokomis
Arctium minus,Strymon melinus
Arctium minus,Syritta pipiens
Arctium minus,Syrphus ribesii
Arctium minus,Syrphus vitripennis
Arctium minus,Tharsalea arota
Arctium minus,Thymelicus lineola
Arctium minus,Tyria jacobaeae
Arctium minus,Vespula pensylvanica
Arctium minus,Xestia c-nigrum
Arctium minus,Xestia xanthographa
Arctium minus,Xylota segnis
Arctostaphylos hookeri,Nymphalis californica
Arctostaphylos pungens,Basilinna leucotis
Arctostaphylos pungens,Bombus
Arctostaphylos pungens,Osmia ribifloris
Arctostaphylos pungens,Selasphorus platycercus
Arenaria serpyllifolia,Polyommatus icarus
Arenaria serpyllifolia,Syritta pipiens
Arethusa bulbosa,Bombus ternarius
Arethusa bulbosa,Bombus terricola
Argemone mexicana,Halictus ligatus
Argemone mexicana,Lasioglossum tegulare
Aristolochia californica,Battus philenor
Aristolochia californica,Calypte anna
Aristolochia macrophylla,Battus philenor
Aristolochia macrophylla,Xylocopa virginica
Aristolochia tomentosa,Canifa pallipes
Arnica cordifolia,Papilio canadensis
Arnica cordifolia,Phyciodes tharos
Arnoglossum atriplicifolium,Lasioglossum imitatum
Arnoglossum atriplicifolium,Lestica confluenta
Arnoglossum atriplicifolium,Oxybelus emarginatus
Arnoglossum atriplicifolium,Scolia bicincta
Arnoglossum reniforme,Agapostemon sericeus
Arnoglossum reniforme,Ammophila nigricans
Arnoglossum reniforme,Apis mellifera
Arnoglossum reniforme,Augochlora pura
Arnoglossum reniforme,Ceratina calcarata
Arnoglossum reniforme,Ceratina dupla
Arnoglossum reniforme,Eumenes fraternus
Arnoglossum reniforme,Geranomyia canadensis
Arnoglossum reniforme,Heriades leavitti
Arnoglossum reniforme,Hylaeus modestus
Arnoglossum reniforme,Lasioglossum cressonii
Arnoglossum reniforme,Lasioglossum foxii
Arnoglossum reniforme,Lasioglossum imitatum
Arnoglossum reniforme,Lasioglossum pectorale
Arnoglossum reniforme,Lasioglossum versatum
Arnoglossum reniforme,Lestica confluenta
Arnoglossum reniforme,Melissodes bimaculatus
Arnoglossum reniforme,Syritta pipiens
Arnoglossum reniforme,Thecophora occidensis
Artemisia absinthium,Coccinella septempunctata
Artemisia absinthium,Harmonia axyridis
Artemisia absinthium,Heriades truncorum
Artemisia absinthium,Hylaeus annulatus
Artemisia absinthium,Hylaeus hyalinatus
Artemisia absinthium,Hylaeus leptocephalus
Artemisia absinthium,Hylaeus pictipes
Artemisia absinthium,Hylaeus punctatus
Artemisia absinthium,Lithurgus chrysurus
Artemisia annua,Harmonia axyridis
Artemisia annua,Heriades truncorum
Artemisia annua,Hylaeus annulatus
Artemisia annua,Hylaeus hyalinatus
Artemisia annua,Hylaeus leptocephalus
Artemisia annua,Hylaeus pictipes
Artemisia annua,Hylaeus punctatus
Artemisia annua,Lithurgus chrysurus
Artemisia campestris,Harmonia axyridis
Artemisia campestris,Heriades truncorum
Artemisia campestris,Hylaeus annulatus
Artemisia campestris,Hylaeus hyalinatus
Artemisia campestris,Hylaeus leptocephalus
Artemisia campestris,Hylaeus pictipes
Artemisia campestris,Hylaeus punctatus
Artemisia campestris,Lithurgus chrysurus
Artemisia frigida,Ochlodes snowi
Artemisia vulgaris,Episyrphus balteatus
Artemisia vulgaris,Eristalis tenax
Artemisia vulgaris,Hippodamia variegata
Artemisia vulgaris,Pieris rapae
Artemisia vulgaris,Polygonia c-album
Artemisia vulgaris,Syrphus vitripennis
Aruncus dioicus,Episyrphus balteatus
Aruncus dioicus,Eristalis arbustorum
Aruncus dioicus,Eristalis tenax
Aruncus dioicus,Halictus rubicundus
Asclepias amplexicaulis,Apis mellifera
Asclepias amplexicaulis,Megachile brevis
Asclepias asperula,Hesperia pahaska
Asclepias cryptoceras,Bombus morrisoni
Asclepias curassavica,Achlyodes pallida
Asclepias curassavica,Augochloropsis metallica
Asclepias curassavica,Chlosyne janais
Asclepias curassavica,Cynanthus latirostris
Asclepias curassavica,Dione moneta
Asclepias curassavica,Dryadula phaetusa
Asclepias curassavica,Glutophrissa drusilla
Asclepias curassavica,Papilio demoleus
Asclepias curassavica,Polistes canadensis
Asclepias curassavica,Vespa velutina
Asclepias curtissii,Halictus ligatus
Asclepias curtissii,Lasioglossum nymphale
Asclepias eriocarpa,Centris caesalpiniae
Asclepias eriocarpa,Colletes hyalinus
Asclepias eriocarpa,Hoplitis sambuci
Asclepias eriocarpa,Megachile brevis
Asclepias eriocarpa,Megachile onobrychidis
Asclepias erosa,Centris pallida
Asclepias erosa,Megachile frugalis
Asclepias erosa,Megachile gentilis
Asclepias erosa,Melissodes communis
Asclepias exaltata,Ancyloxypha numitor
Asclepias exaltata,Apis mellifera
Asclepias exaltata,Bombus pensylvanicus
Asclepias exaltata,Epargyreus clarus
Asclepias exaltata,Speyeria aphrodite
Asclepias exaltata,Speyeria cybele
Asclepias exaltata,Vanessa cardui
Asclepias fascicularis,Ceratina nanula
Asclepias fascicularis,Hylaeus episcopalis
Asclepias fascicularis,Hylaeus mesillae
Asclepias incarnata,Acmaeodera pulchella
Asclepias incarnata,Anoplius atrox
Asclepias incarnata,Atalopedes campestris
Asclepias incarnata,Bembix nubilipennis
Asclepias incarnata,Bombus nevadensis
Asclepias incarnata,Bombus vagans
Asclepias incarnata,Cerceris clypeata
Asclepias incarnata,Cerceris finitima
Asclepias incarnata,Colletes latitarsis
Asclepias incarnata,Entypus fulvicornis
Asclepias incarnata,Epicauta vittata
Asclepias incarnata,Episyron biguttatus
Asclepias incarnata,Euphyes bimacula
Asclepias incarnata,Isodontia apicalis
Asclepias incarnata,Lasioglossum versatum
Asclepias incarnata,Lycaena dione
Asclepias incarnata,Megachile brevis
Asclepias incarnata,Megachile latimanus
Asclepias incarnata,Melissodes comptoides
Asclepias incarnata,Melissodes trinodis
Asclepias incarnata,Oxybelus emarginatus
Asclepias incarnata,Physoconops brachyrhynchus
Asclepias incarnata,Polistes carolina
Asclepias incarnata,Polites coras
Asclepias incarnata,Pompeius verna
Asclepias incarnata,Prionyx atratus
Asclepias incarnata,Prionyx thomae
Asclepias incarnata,Saygorytes phaleratus
Asclepias incarnata,Scolia bicincta
Asclepias incarnata,Speyeria cybele
Asclepias incarnata,Speyeria idalia
Asclepias incarnata,Stictia carolina
Asclepias incarnata,Stizus brevipennis
Asclepias incarnata,Stratiomys meigenii
Asclepias incarnata,Stylogaster biannulata
Asclepias incarnata,Svastra atripes
Asclepias incarnata,Tachytes distinctus
Asclepias incarnata,Tachytes pepticus
Asclepias incarnata,Trichopoda lanipes
Asclepias incarnata,Vespula germanica
Asclepias incarnata,Vespula squamosa
Asclepias linaria,Apis mellifera
Asclepias linaria,Danaus plexippus
Asclepias linaria,Lerina incarnata
Asclepias linaria,Melipotis indomita
Asclepias linaria,Vanessa annabella
Asclepias linaria,Vanessa virginiensis
Asclepias linaria,Zerene cesonia
Asclepias purpurascens,Anthophora ursina
Asclepias purpurascens,Archilochus colubris
Asclepias purpurascens,Augochlorella aurata
Asclepias purpurascens,Bombus impatiens
Asclepias purpurascens,Bombus pensylvanicus
Asclepias purpurascens,Bombus vagans
Asclepias purpurascens,Cerceris deserta
Asclepias purpurascens,Elkalyce comyntas
Asclepias purpurascens,Eucera rosae
Asclepias purpurascens,Euphydryas phaeton
Asclepias purpurascens,Lasioglossum pectorale
Asclepias purpurascens,Lasioglossum versatum
Asclepias purpurascens,Megachile addenda
Asclepias purpurascens,Megachile mendica
Asclepias purpurascens,Physocephala tibialis
Asclepias purpurascens,Polites coras
Asclepias purpurascens,Prionyx atratus
Asclepias purpurascens,Speyeria cybele
Asclepias purpurascens,Speyeria idalia
Asclepias purpurascens,Strymon sylvinus
Asclepias purpurascens,Tetraopes tetrophthalmus
Asclepias purpurascens,Thorybes pylades
Asclepias solanoana,Apis mellifera
Asclepias solanoana,Bombus vosnesenskii
Asclepias solanoana,Xylocopa californica
Asclepias speciosa,Atalopedes campestris
Asclepias speciosa,Atrytone arogos
Asclepias speciosa,Bombus perplexus
Asclepias speciosa,Cercyonis pegala
Asclepias speciosa,Colias philodice
Asclepias speciosa,Euphyes bimacula
Asclepias speciosa,Halictus rubicundus
Asclepias speciosa,Harkenclenus titus
Asclepias speciosa,Hesperia lindseyi
Asclepias speciosa,Hesperia ottoe
Asclepias speciosa,Hesperia viridis
Asclepias speciosa,Lasioglossum zephyrum
Asclepias speciosa,Lethe eurydice
Asclepias speciosa,Limenitis bredowii
Asclepias speciosa,Limenitis weidemeyerii
Asclepias speciosa,Lycaena dione
Asclepias speciosa,Lycaena hyllus
Asclepias speciosa,Lycaena rubidus
Asclepias speciosa,Nymphalis antiopa
Asclepias speciosa,Oarisma edwardsii
Asclepias speciosa,Oarisma garita
Asclepias speciosa,Occidryas anicia
Asclepias speciosa,Ochlodes sylvanoides
Asclepias speciosa,Papilio glaucus
Asclepias speciosa,Papilio machaon
Asclepias speciosa,Piruna pirus
Asclepias speciosa,Plebejus acmon
Asclepias speciosa,Poladryas minuta
